Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
165,02-01-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,16,16,187,NA
165,09-01-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,23,21,191,NA
165,12-01-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,25,5,109,NA
165,23-01-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,155,82,106,NA
165,28-01-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,19,12,171,NA
165,30-01-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,17,29,134,NA
165,02-02-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,19,129,NA
165,06-02-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,9,10,116,NA
165,09-02-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,5,6,98,NA
165,13-02-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,7,27,66,NA
165,16-02-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,8,38,119,NA
165,20-02-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,10,42,94,NA
165,23-02-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,3,17,113,NA
165,03-03-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,5,7,28,NA
165,09-03-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,7,51,NA
165,11-03-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,17,6,64,NA
165,13-03-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,3,8,131,NA
165,14-03-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,8,5,60,NA
165,16-03-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,8,5,50,NA
165,21-03-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,3,8,94,NA
165,24-03-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,3,8,132,NA
165,27-03-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,5,6,78,NA
165,03-04-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,9,5,49,NA
165,07-04-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,14,6,154,NA
165,15-04-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,13,21,NA
165,17-04-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,4,12,19,NA
165,20-04-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,5,99,NA
165,27-04-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,5,102,NA
165,28-04-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,11,97,NA
165,01-05-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,6,6,60,NA
165,04-05-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,6,6,43,NA
165,05-05-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,23,19,60,NA
165,08-05-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,5,36,NA
165,11-05-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,4,10,55,NA
165,15-05-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,14,NA,NA
165,18-05-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,5,14,43,NA
165,22-05-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,10,54,NA
165,25-05-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,15,19,40,NA
165,29-05-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,16,14,45,NA
165,01-06-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,23,19,97,NA
165,05-06-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,23,19,60,NA
165,08-06-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,14,14,68,NA
165,12-06-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,15,7,43,NA
165,15-06-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,15,7,162,NA
165,19-06-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,18,16,353,NA
165,22-06-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,12,5,65,NA
165,26-06-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,14,5,109,NA
165,29-06-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,6,5,51,NA
165,03-07-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,6,5,103,NA
165,06-07-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,10,12,70,NA
165,13-07-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,10,7,109,NA
165,17-07-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,12,17,138,NA
165,20-07-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,9,25,65,NA
165,24-07-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,10,14,79,NA
165,27-07-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,15,9,55,NA
165,31-07-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,7,13,65,NA
165,03-08-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,21,9,56,NA
165,07-08-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,7,13,28,NA
165,10-08-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,14,15,65,NA
165,14-08-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,10,15,60,NA
165,21-08-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,12,14,29,NA
165,24-08-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,18,15,29,NA
165,28-08-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,18,15,59,NA
165,31-08-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,14,14,39,NA
165,02-09-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,67,61,138,NA
165,06-09-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,67,47,142,NA
165,09-09-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,60,10,150,NA
165,13-09-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,24,17,153,NA
165,16-09-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,23,28,84,NA
165,22-09-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,22,20,113,NA
165,29-09-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,9,160,NA
165,02-10-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,5,42,NA
165,05-10-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,5,29,NA
165,09-10-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,3,33,55,NA
165,12-10-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,2,14,36,NA
165,16-10-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,5,11,36,NA
165,19-10-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,11,10,19,NA
165,23-10-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,8,10,49,NA
165,26-10-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,4,17,22,NA
165,01-11-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,11,18,130,NA
165,03-11-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,11,9,3,NA
165,06-11-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,24,11,269,NA
165,09-11-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,8,8,90,NA
165,13-11-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,12,8,204,NA
165,16-11-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,11,9,36,NA
165,20-11-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,9,8,31,NA
165,23-11-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,10,10,52,NA
165,27-11-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,12,18,NA,NA
165,30-11-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,32,61,46,NA
165,04-12-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,38,37,104,NA
165,07-12-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,30,17,486,NA
165,14-12-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,27,24,72,NA
165,18-12-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,22,42,122,NA
165,21-12-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,33,37,73,NA
165,25-12-15,Maharashtra,Nagpur,"MIDC Industrial Area, MIDC Office, Hingna,Nagpur",National Environmental Engineering Research Institute,Industrial Area,4,15,46,NA
166,07-01-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",23,12,78,NA
166,12-01-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,17,100,NA
166,14-01-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,13,70,NA
166,19-01-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,29,135,NA
166,21-01-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",19,10,71,NA
166,22-01-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",139,69,67,NA
166,28-01-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",19,52,103,NA
166,30-01-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,5,113,NA
166,05-02-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,34,80,NA
166,11-02-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,10,116,NA
166,18-02-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,58,94,NA
166,20-02-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,29,133,NA
166,25-02-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",96,55,98,NA
166,02-03-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,22,206,NA
166,04-03-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,19,118,NA
166,09-03-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,7,NA,NA
166,16-03-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",184,14,104,NA
166,06-04-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,12,256,NA
166,13-04-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,5,120,NA
166,16-04-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,5,117,NA
166,18-04-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,5,129,NA
166,20-04-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,23,89,NA
166,21-04-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,23,87,NA
166,23-04-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,10,189,NA
166,27-04-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,23,3,NA
166,04-05-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",20,22,3,NA
166,06-05-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,8,3,NA
166,11-05-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,8,3,NA
166,13-05-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,6,20,NA
166,18-05-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,20,3,NA
166,20-05-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,13,3,NA
166,25-05-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,23,3,NA
166,27-05-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,56,36,NA
166,03-06-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",20,22,NA,NA
166,08-06-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,20,NA,NA
166,10-06-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13,20,46,NA
166,17-06-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,9,58,NA
166,22-06-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,11,NA,NA
166,24-06-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,5,NA,NA
166,29-06-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,5,NA,NA
166,01-07-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,5,3,NA
166,06-07-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,5,3,NA
166,08-07-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,16,NA,NA
166,13-07-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,12,80,NA
166,15-07-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,12,NA,NA
166,20-07-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",16,19,NA,NA
166,22-07-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,20,NA,NA
166,27-07-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,12,NA,NA
166,04-08-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,12,NA,NA
166,05-08-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,12,NA,NA
166,10-08-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,6,NA,NA
166,12-08-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",15,6,NA,NA
166,17-08-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,11,NA,NA
166,19-08-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,11,NA,NA
166,24-08-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",14,8,NA,NA
166,02-09-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,7,79,NA
166,04-09-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,12,105,NA
166,09-09-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,7,58,NA
166,11-09-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,11,85,NA
166,16-09-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,10,57,NA
166,18-09-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,8,92,NA
166,23-09-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,15,96,NA
166,25-09-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,11,96,NA
166,30-09-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,8,87,NA
166,01-10-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,11,50,NA
166,05-10-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,8,39,NA
166,07-10-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",17,14,31,NA
166,12-10-15,Maharashtra,Nagpur,"Nagpur Corporation Building, Maskasath, Itwari, Nagpur",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,5,28,NA
